Label,Message,Message_Length,Word_Count,Sentence_Count,Transformed_Message,Clean_Length
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,173,27,3,hi mailbox messag sm alert match pleas call back retriev messag match ccpmin,76
ham,How come?,9,2,1,come,4
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,136,28,3,lol nah wasnt bad thank good b home quit realiti check how ur day u anyth websit,80
ham,Ok lor...,9,2,4,ok lor,6
ham,I'm coming home 4 dinner.,25,5,2,im come home dinner,19
ham,S da..al r above  &lt;#&gt;,27,5,3,daal r ltgt,11
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",109,18,5,free ring tone text poli everi week get new tone yr å£wk,56
ham,Unni thank you dear for the recharge..Rakhesh,45,7,3,unni thank dear rechargerakhesh,31
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,115,21,1,know im lack particular dramastorm detail part im worri,55
ham,Haha... They cant what... At the most tmr forfeit... haha so how?,65,12,10,haha cant tmr forfeit haha,26
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",139,34,3,hey glad u r better hear u treat urself digi cam good r pm fab new year c u coupla wk,85
ham,No way I'm going back there!,28,6,1,way im go back,14
spam,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",154,26,1,urgent mobil xxx å£ bonu caller prize nd attempt reach call asap boxnqp ppm,75
ham,I WILL CAL YOU SIR. In meeting,30,7,2,cal sir meet,12
ham,"That's what I love to hear :V see you sundayish, then",53,11,1,that love hear v see sundayish,30
ham,"Sorry da thangam, very very sorry i am held up with prasad.",59,12,2,sorri da thangam sorri held prasad,34
ham,Tiwary to rcb.battle between bang and kochi.,44,7,3,tiwari rcbbattl bang kochi,26
ham,Thank god they are in bed!,26,6,1,thank god bed,13
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,85,18,2,dont cancer mom make big deal regular checkup aka pap smear,59
ham,Am in gobi arts college,23,5,1,gobi art colleg,15
ham,Why she wants to talk to me,27,7,1,want talk,9
ham,Pandy joined 4w technologies today.he got job..,47,7,4,pandi join w technolog todayh got job,37
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",147,25,1,guarante latest nokia phone gb ipod mp player å£ prize txt word collect ibhltd ldnwh pmtmsgrcvd,95
ham,"They can try! They can get lost, in fact. Tee hee",49,11,2,tri get lost fact tee hee,25
ham,My friends use to call the same.,32,7,2,friend use call,15
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",107,18,3,em olowoyey uscedu great time argentina sad secretari everyth bless,67
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",46,7,5,taxt massagetiepo argh ok lool,30
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",96,19,5,hi pleas get ltgt dollar loan ill pay back mid februari pl,58
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",157,31,1,might want pull case plan spend dont much confid derek taylor money manag,73
ham,Do you like shaking your booty on the dance floor?,50,10,1,like shake booti danc floor,27
ham,"Text me when you get off, don't call, my phones having problems",63,12,1,text get dont call phone problem,32
ham,No need for the drug anymore.,29,6,2,need drug anymor,16
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,87,16,4,sorri dai thought call lot timeslil busyi call noon,51
ham,Its sarcasm.. .nt scarcasim,27,4,4,sarcasm nt scarcasim,20
ham,Great! I have to run now so ttyl!,33,8,1,great run ttyl,14
ham,Feel like trying kadeem again? :V,33,6,1,feel like tri kadeem v,22
ham,Dai  &lt;#&gt;  naal eruku.,27,4,2,dai ltgt naal eruku,19
ham,Not yet chikku..wat abt u?,26,5,3,yet chikkuwat abt u,19
ham,Want to finally have lunch today?,33,6,1,want final lunch today,22
ham,Do you know when dad will be back?,34,8,1,know dad back,13
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",130,29,1,hello darl today would love chat dont tell look like sexi,57
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,165,32,4,free st week nokia tone ur mob everi week txt nokia get txting tell ur mate pobox w wq norm ptone,97
ham,He remains a bro amongst bros,29,6,1,remain bro amongst bro,22
ham,R u meeting da ge at nite tmr?,30,8,1,r u meet da ge nite tmr,23
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",140,27,3,nice day impress sensibl went home earli feel fine bore when cant rememb,72
ham,Why de. You looking good only:-)..,34,6,4,de look good,12
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,163,28,5,wanna get laid nite want real dog locat sent direct ur mobil join uk largest dog network txt park nyt eca lp å£msg,114
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,130,25,1,tri contact respons offer new nokia fone camcord hit repli call deliveri,72
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,117,21,6,ye repli mail im go manag offic later plu bank later alsoor wednesday,69
ham,"That's cool, I'll come by like  &lt;#&gt; ish",45,8,1,that cool ill come like ltgt ish,32
ham,Super msg da:)nalla timing.,27,4,2,super msg danalla time,22
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",153,30,4,good afternoon boytoy feel today better hope good boy obedi slave pleas queen,77
ham,I am 6 ft. We will be a good combination!,41,10,2,ft good combin,14
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,136,30,1,im sick im needi want pout stomp feet pout stomp feet want slave want,69
ham,* Am on a train back from northampton so i'm afraid not!,56,12,1,train back northampton im afraid,32
ham,Where in abj are you serving. Are you staying with dad or alone.,64,13,3,abj serv stay dad alon,22
ham,Was playng 9 doors game and gt racing on phone lol,50,11,1,playng door game gt race phone lol,34
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",136,20,7,new tone week includ mcflyall ab sara jorgeshock smithswitch order follow instruct next messag,94
ham,I'm on da bus going home...,27,6,4,im da bu go home,16
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,106,27,7,got call landlin number ask come anna nagar go afternoon,56
ham,I'm okay. Chasing the dream. What's good. What are you doing next.,66,12,5,im okay chase dream what good next,34
ham,Yupz... I've oredi booked slots 4 my weekends liao... ,54,9,7,yupz ive oredi book slot weekend liao,37
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,158,28,5,urgent tri contact u today draw show å£ prize guarante call land line claim c valid hr,86
ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,88,16,7,r mani modelsoni ericson also der ltgt luk good bt forgot modl,62
ham,Yes I know the cheesy songs from frosty the snowman :),54,11,1,ye know cheesi song frosti snowman,34
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",56,12,3,ya ok vikki vl c witin ltgt min il repli u,42
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,153,28,4,sport fan get latest sport news str ur mobil wk free plu free tone txt sport norm txtp,86
ham,Hey tmr meet at bugis 930 ?,27,7,1,hey tmr meet bugi,17
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",158,29,3,urgent urgent free flight europ give away call b th sept take friend free call claim bannfwflyppm,97
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,95,21,1,nice new shirt thing wear nudist theme mu,41
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,95,22,7,hey sexi bun day word morn ym think,35
ham,And whenever you and i see we can still hook up too.,52,12,2,whenev see still hook,21
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,80,16,7,nope im go home go pump petrol lor like go rain soon,52
ham,Can you use foreign stamps for whatever you send them off for? ,63,12,1,use foreign stamp whatev send,29
spam,FROM 88066 LOST å£12 HELP,25,5,1,lost å£ help,12
ham,Oh baby of the house. How come you dont have any new pictures on facebook,73,15,2,oh babi hous come dont new pictur facebook,42
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",169,38,3,feb ltgt love u day send di ur valu frnd evn come back ull gt marri person u luv u ignor di u lose ur luv evr,109
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",169,34,3,hiya sorri didnt hav signal havent seen heard neither unusu ill put case get sort hug snog,90
ham,"Omw back to tampa from west palm, you hear what happened?",57,11,1,omw back tampa west palm hear happen,36
ham,Yup no more already... Thanx 4 printing n handing it up.,56,11,5,yup alreadi thanx print n hand,30
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,156,29,3,freemsg fanci flirt repli date join uk fastest grow mobil date servic msg rcvd p optout txt stop repli date,107
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,113,26,2,mean come chase state watch mani movi want,42
ham,S now only i took tablets . Reaction morning only.,50,10,3,took tablet reaction morn,25
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,160,29,1,great new offer doubl min doubl txt best orang tariff get latest camera phone free call mobileupd free stoptxt tc,113
ham,"Nah, I'm a perpetual DD",23,5,1,nah im perpetu dd,17
ham,Sorry de i went to shop.,24,6,2,sorri de went shop,18
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,118,16,5,hope enjoy new content text stop unsubscrib helpp provid tonesyoucouk,69
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,101,23,1,hey still want go yogasana coz end cine go bath hav steam bath,62
ham,Nope i'm not drivin... I neva develop da photos lei...,54,10,7,nope im drivin neva develop da photo lei,40
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,96,19,5,think go reg pract lesson flung advanc haha wat time u go,57
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,59,11,3,cool ltgt inch long hope like big,33
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",166,22,6,housemaid murder coz man murder ltgt th januari public holiday govtinstituit closedinclud post officeunderstand,111
